,Airline,Source,Destination,Duration,Total_Stops,Price,Day_of_Journey,Month_of_Journey,Dep_Hour,Dep_Minute,Arrival_Hour,Arrival_Minute
6306,Air India,Delhi,Cochin,735,1.0,8669,12,6,7,0,19,15
6307,GoAir,Kolkata,Banglore,455,1.0,5171,1,4,16,40,0,15
6308,Jet Airways,Kolkata,Banglore,1170,1.0,8529,12,6,16,30,12,0
6309,Jet Airways,Delhi,Cochin,320,1.0,7438,27,3,23,5,4,25
6310,IndiGo,Delhi,Cochin,500,1.0,6206,9,6,17,10,1,30
6311,Air India,Banglore,Delhi,165,0.0,7171,9,6,17,0,19,45
6312,Jet Airways,Kolkata,Banglore,1730,1.0,14151,9,6,9,35,14,25
6313,Jet Airways,Kolkata,Banglore,800,1.0,14939,9,6,18,55,8,15
6314,Jet Airways,Banglore,New Delhi,1425,1.0,25735,1,3,11,40,11,25
6315,Jet Airways,Delhi,Cochin,1140,2.0,13882,12,6,9,25,4,25
6316,Vistara,Kolkata,Banglore,1350,1.0,9555,18,5,20,20,18,50
6317,IndiGo,Kolkata,Banglore,155,0.0,4804,27,4,20,20,22,55
6318,Vistara,Chennai,Kolkata,135,0.0,6627,15,3,7,5,9,20
6319,Jet Airways,Kolkata,Banglore,330,1.0,8586,12,5,6,30,12,0
6320,IndiGo,Kolkata,Banglore,155,0.0,4804,9,5,22,15,0,50
6321,Air India,Banglore,New Delhi,2345,2.0,17135,1,3,8,50,23,55
6322,Jet Airways,Delhi,Cochin,540,1.0,15554,9,5,10,0,19,0
6323,IndiGo,Delhi,Cochin,750,1.0,6838,27,5,8,30,21,0
6324,IndiGo,Delhi,Cochin,265,1.0,8258,3,3,7,35,12,0
6325,GoAir,Delhi,Cochin,535,1.0,8213,6,3,10,25,19,20
6326,Multiple carriers,Delhi,Cochin,720,1.0,12192,6,6,7,0,19,0
6327,Multiple carriers,Delhi,Cochin,555,1.0,14848,3,6,10,0,19,15
6328,IndiGo,Kolkata,Banglore,155,0.0,4148,21,3,15,10,17,45
6329,Jet Airways,Kolkata,Banglore,960,1.0,10844,6,6,20,0,12,0
6330,Jet Airways,Kolkata,Banglore,1660,1.0,10844,18,5,18,55,22,35
6331,Multiple carriers,Delhi,Cochin,390,1.0,6795,24,6,19,0,1,30
6332,Jet Airways,Kolkata,Banglore,730,1.0,14781,15,5,16,30,4,40
6333,IndiGo,Delhi,Cochin,315,1.0,6582,27,6,7,15,12,30
6334,SpiceJet,Banglore,Delhi,170,0.0,3919,24,4,9,30,12,20
6335,Multiple carriers,Delhi,Cochin,765,1.0,9646,27,6,9,45,22,30
6336,SpiceJet,Banglore,New Delhi,485,1.0,7744,1,3,15,35,23,40
6337,Jet Airways,Delhi,Cochin,1615,2.0,11733,6,6,9,40,12,35
6338,Jet Airways,Delhi,Cochin,1165,1.0,10262,15,6,9,0,4,25
6339,Jet Airways,Banglore,New Delhi,390,1.0,17524,12,3,5,45,12,15
6340,SpiceJet,Mumbai,Hyderabad,85,0.0,3603,9,3,22,45,0,10
6341,Multiple carriers,Delhi,Cochin,705,1.0,7564,18,5,7,30,19,15
6342,Multiple carriers,Delhi,Cochin,640,1.0,7005,9,6,10,20,21,0
6343,IndiGo,Delhi,Cochin,985,1.0,14871,3,3,9,10,1,35
6344,Air Asia,Banglore,Delhi,170,0.0,4282,18,4,4,55,7,45
6345,Jet Airways,Delhi,Cochin,810,2.0,15129,27,5,23,5,12,35
6346,Air Asia,Delhi,Cochin,340,1.0,6752,24,6,16,45,22,25
6347,Air India,Delhi,Cochin,230,0.0,6094,21,5,14,5,17,55
6348,IndiGo,Mumbai,Hyderabad,90,0.0,3175,1,5,16,55,18,25
6349,Multiple carriers,Delhi,Cochin,630,1.0,8266,27,6,8,45,19,15
6350,GoAir,Banglore,Delhi,165,0.0,6722,12,4,20,55,23,40
6351,SpiceJet,Kolkata,Banglore,155,0.0,3873,24,6,6,55,9,30
6352,Air India,Mumbai,Hyderabad,90,0.0,2575,3,4,13,55,15,25
6353,Multiple carriers,Delhi,Cochin,755,1.0,7787,21,5,6,40,19,15
6354,IndiGo,Delhi,Cochin,345,1.0,9257,3,3,2,0,7,45
6355,Jet Airways,Banglore,Delhi,185,0.0,4030,12,5,18,55,22,0
6356,SpiceJet,Banglore,Delhi,175,0.0,4991,3,5,21,10,0,5
6357,IndiGo,Delhi,Cochin,350,1.0,9861,21,3,7,30,13,20
6358,IndiGo,Banglore,New Delhi,285,1.0,10406,15,3,16,50,21,35
6359,Jet Airways,Banglore,Delhi,175,0.0,7229,9,6,15,15,18,10
6360,Multiple carriers,Delhi,Cochin,735,1.0,7670,15,5,8,45,21,0
6361,Jet Airways,Delhi,Cochin,505,2.0,14300,24,6,20,0,4,25
6362,Vistara,Kolkata,Banglore,1655,1.0,8452,15,5,7,10,10,45
6363,SpiceJet,Kolkata,Banglore,150,0.0,3873,6,4,14,55,17,25
6364,SpiceJet,Kolkata,Banglore,520,1.0,6853,9,6,8,35,17,15
6365,Jet Airways,Banglore,Delhi,175,0.0,7229,6,4,11,10,14,5
6366,Jet Airways,Banglore,Delhi,180,0.0,7229,15,4,19,50,22,50
6367,Jet Airways,Delhi,Cochin,1040,1.0,14714,3,6,19,15,12,35
6368,IndiGo,Kolkata,Banglore,155,0.0,4804,12,6,17,15,19,50
6369,IndiGo,Kolkata,Banglore,295,1.0,11465,9,5,9,20,14,15
6370,IndiGo,Banglore,Delhi,170,0.0,4591,21,4,23,30,2,20
6371,IndiGo,Delhi,Cochin,975,1.0,6628,9,6,9,15,1,30
6372,IndiGo,Delhi,Cochin,345,1.0,8025,6,3,2,0,7,45
6373,Air Asia,Delhi,Cochin,470,1.0,6152,12,6,7,55,15,45
6374,IndiGo,Banglore,Delhi,170,0.0,3943,3,4,10,10,13,0
6375,Vistara,Kolkata,Banglore,1655,1.0,9187,6,6,7,10,10,45
6376,Vistara,Kolkata,Banglore,865,1.0,9187,21,5,20,20,10,45
6377,Air India,Kolkata,Banglore,1665,2.0,15164,1,5,10,0,13,45
6378,Multiple carriers,Delhi,Cochin,385,1.0,10276,6,3,9,45,16,10
6379,Multiple carriers,Delhi,Cochin,910,1.0,12192,1,6,3,50,19,0
6380,Air Asia,Kolkata,Banglore,215,1.0,5554,24,3,19,55,23,30
6381,Air India,Delhi,Cochin,735,1.0,6377,27,3,7,0,19,15
6382,IndiGo,Delhi,Cochin,305,1.0,6232,21,3,20,30,1,35
6383,IndiGo,Delhi,Cochin,295,1.0,6496,9,5,5,10,10,5
6384,IndiGo,Banglore,Delhi,185,0.0,4823,24,6,18,15,21,20
6385,IndiGo,Kolkata,Banglore,220,1.0,6116,6,6,19,35,23,15
6386,Jet Airways,Kolkata,Banglore,1335,1.0,7757,9,5,20,0,18,15
6387,Multiple carriers,Delhi,Cochin,630,1.0,8266,21,5,8,45,19,15
6388,SpiceJet,Kolkata,Banglore,155,0.0,3873,21,5,6,55,9,30
6389,Jet Airways,Kolkata,Banglore,775,1.0,11841,15,5,21,10,10,5
6390,IndiGo,Kolkata,Banglore,155,0.0,4804,24,5,15,30,18,5
6391,IndiGo,Banglore,Delhi,170,0.0,3943,1,6,10,10,13,0
6392,Multiple carriers,Delhi,Cochin,465,1.0,15898,27,5,11,30,19,15
6393,Jet Airways,Kolkata,Banglore,1685,1.0,14151,15,5,17,0,21,5
6394,Jet Airways,Delhi,Cochin,745,1.0,10577,9,6,16,0,4,25
6395,Air India,Banglore,Delhi,165,0.0,4441,3,4,6,10,8,55
6396,Jet Airways,Delhi,Cochin,1505,1.0,5177,6,4,11,30,12,35
6397,Air India,Kolkata,Banglore,155,0.0,4460,1,4,20,45,23,20
6398,Multiple carriers,Delhi,Cochin,780,1.0,13727,18,5,8,0,21,0
6399,Jet Airways,Delhi,Cochin,1235,1.0,14714,3,6,16,0,12,35
6400,Jet Airways,Delhi,Cochin,1295,2.0,10588,6,6,21,25,19,0
6401,Jet Airways,Delhi,Cochin,590,1.0,7438,21,3,9,0,18,50
6402,Air India,Delhi,Cochin,765,1.0,12677,6,3,20,40,9,25
6403,Jet Airways,Delhi,Cochin,1485,1.0,14714,6,6,18,15,19,0
6404,IndiGo,Mumbai,Hyderabad,90,0.0,2754,24,6,12,0,13,30
6405,IndiGo,Delhi,Cochin,825,2.0,6494,21,3,7,35,21,20
6406,IndiGo,Banglore,New Delhi,260,1.0,5607,15,3,16,15,20,35
6407,Jet Airways,Banglore,New Delhi,1350,1.0,25735,1,3,22,50,21,20
6408,IndiGo,Banglore,Delhi,175,0.0,4823,3,5,7,10,10,5
6409,Air India,Mumbai,Hyderabad,80,0.0,2050,21,3,21,5,22,25
6410,Air India,Banglore,New Delhi,865,1.0,12127,12,3,8,50,23,15
6411,Multiple carriers,Delhi,Cochin,435,1.0,13377,12,6,18,15,1,30
6412,Jet Airways,Banglore,Delhi,180,0.0,7229,6,5,19,50,22,50
6413,Vistara,Delhi,Cochin,190,0.0,6216,24,4,6,0,9,10
6414,Air India,Delhi,Cochin,185,0.0,8456,9,6,18,5,21,10
6415,Jet Airways,Delhi,Cochin,1045,2.0,15129,18,5,19,10,12,35
6416,Jet Airways,Banglore,New Delhi,885,1.0,13817,12,3,16,55,7,40
6417,GoAir,Delhi,Cochin,370,1.0,6296,6,5,7,25,13,35
6418,Air India,Kolkata,Banglore,150,0.0,5170,21,3,14,15,16,45
6419,SpiceJet,Banglore,Delhi,175,0.0,3919,24,5,21,10,0,5
6420,IndiGo,Banglore,Delhi,175,0.0,4823,3,4,7,10,10,5
6421,Jet Airways,Delhi,Cochin,1105,1.0,10262,24,6,10,0,4,25
6422,Jet Airways,Delhi,Cochin,1350,2.0,13882,9,6,14,5,12,35
6423,Multiple carriers,Delhi,Cochin,480,1.0,13587,6,6,13,0,21,0
6424,Jet Airways,Delhi,Cochin,1685,1.0,11848,9,3,0,20,4,25
6425,Air India,Mumbai,Hyderabad,825,1.0,11678,6,3,10,0,23,45
6426,IndiGo,Banglore,Delhi,175,0.0,4823,18,5,18,25,21,20
6427,SpiceJet,Banglore,Delhi,175,0.0,3919,15,4,21,10,0,5
6428,Vistara,Chennai,Kolkata,140,0.0,11982,12,6,17,45,20,5
6429,Jet Airways,Kolkata,Banglore,505,1.0,10703,1,5,9,35,18,0
6430,Jet Airways,Kolkata,Banglore,1720,1.0,10844,18,5,18,55,23,35
6431,Jet Airways,Kolkata,Banglore,1495,1.0,10844,15,5,18,55,19,50
6432,IndiGo,Mumbai,Hyderabad,90,0.0,3175,27,6,16,55,18,25
6433,Air India,Delhi,Cochin,675,1.0,9929,1,6,8,0,19,15
6434,Jet Airways,Banglore,New Delhi,305,1.0,19225,6,3,14,5,19,10
6435,SpiceJet,Mumbai,Hyderabad,90,0.0,2017,24,5,5,45,7,15
6436,Jet Airways,Banglore,New Delhi,1475,1.0,7832,21,3,11,40,12,15
6437,Jet Airways,Kolkata,Banglore,1610,1.0,9663,1,5,6,30,9,20
6438,Multiple carriers,Delhi,Cochin,560,1.0,7005,9,6,11,40,21,0
6439,IndiGo,Mumbai,Hyderabad,90,0.0,3175,12,5,2,35,4,5
6440,Air India,Kolkata,Banglore,1485,1.0,5006,1,4,14,35,15,20
6441,Multiple carriers,Delhi,Cochin,630,1.0,9526,15,6,8,45,19,15
6442,Jet Airways,Delhi,Cochin,810,2.0,13292,6,6,5,30,19,0
6443,IndiGo,Delhi,Cochin,345,1.0,6058,9,5,21,50,3,35
6444,Air India,Delhi,Cochin,1585,3.0,10493,24,6,5,15,7,40
6445,Jet Airways,Kolkata,Banglore,365,1.0,10844,9,6,16,30,22,35
6446,Jet Airways,Kolkata,Banglore,690,1.0,10953,1,4,9,35,21,5
6447,Jet Airways,Kolkata,Banglore,960,1.0,10844,21,5,20,0,12,0
6448,Jet Airways,Kolkata,Banglore,800,1.0,10539,6,6,20,25,9,45
6449,Jet Airways,Delhi,Cochin,1375,2.0,13292,15,6,5,30,4,25
6450,Vistara,Delhi,Cochin,190,0.0,6741,18,5,6,0,9,10
6451,Jet Airways,Kolkata,Banglore,800,1.0,14571,6,6,20,0,9,20
6452,Jet Airways,Kolkata,Banglore,590,1.0,14781,9,5,8,25,18,15
6453,IndiGo,Mumbai,Hyderabad,90,0.0,3838,18,5,16,55,18,25
6454,Air India,Delhi,Cochin,230,0.0,5201,18,6,14,5,17,55
6455,Air Asia,Delhi,Cochin,470,1.0,8759,9,6,7,55,15,45
6456,GoAir,Delhi,Cochin,355,1.0,6195,24,4,7,0,12,55
6457,Air India,Mumbai,Hyderabad,75,0.0,3100,15,3,19,30,20,45
6458,SpiceJet,Delhi,Cochin,295,1.0,5975,18,5,17,55,22,50
6459,Jet Airways,Kolkata,Banglore,570,1.0,10844,9,6,14,5,23,35
6460,Jet Airways,Delhi,Cochin,450,1.0,16079,27,5,20,55,4,25
6461,SpiceJet,Chennai,Kolkata,135,0.0,3543,27,5,8,20,10,35
6462,SpiceJet,Kolkata,Banglore,150,0.0,3841,3,5,17,10,19,40
6463,Jet Airways,Delhi,Cochin,1040,1.0,10262,15,6,19,15,12,35
6464,Jet Airways,Kolkata,Banglore,840,1.0,12692,12,6,9,35,23,35
6465,IndiGo,Chennai,Kolkata,140,0.0,3850,1,6,7,55,10,15
6466,Jet Airways,Delhi,Cochin,1225,1.0,12373,18,5,8,0,4,25
6467,Air India,Mumbai,Hyderabad,90,0.0,3100,21,3,13,55,15,25
6468,Vistara,Banglore,Delhi,165,0.0,4878,18,5,19,30,22,15
6469,Jet Airways,Delhi,Cochin,1430,2.0,15129,9,5,19,10,19,0
6470,Multiple carriers Premium economy,Delhi,Cochin,725,1.0,9845,21,3,8,55,21,0
6471,IndiGo,Banglore,Delhi,165,0.0,4077,1,5,1,30,4,15
6472,Multiple carriers,Delhi,Cochin,690,1.0,9315,21,5,7,30,19,0
6473,Jet Airways,Kolkata,Banglore,570,1.0,14781,9,5,14,5,23,35
6474,Air India,Mumbai,Hyderabad,5,2.0,17327,6,3,16,50,16,55
6475,Air India,Banglore,New Delhi,170,0.0,9481,9,3,17,0,19,50
6476,Jet Airways,Delhi,Cochin,2315,2.0,8938,27,3,5,10,19,45
6477,Jet Airways,Kolkata,Banglore,330,1.0,14388,9,5,6,30,12,0
6478,Air India,Delhi,Cochin,1590,1.0,5704,21,3,20,30,23,0
6479,GoAir,Banglore,Delhi,175,0.0,3898,9,6,7,45,10,40
6480,Jet Airways,Mumbai,Hyderabad,90,0.0,5678,27,3,2,55,4,25
6481,IndiGo,Delhi,Cochin,265,1.0,6937,9,3,7,35,12,0
6482,IndiGo,Mumbai,Hyderabad,85,0.0,2754,21,3,19,5,20,30
6483,SpiceJet,Mumbai,Hyderabad,85,0.0,2647,15,3,22,45,0,10
6484,IndiGo,Kolkata,Banglore,240,1.0,4226,21,5,6,20,10,20
6485,GoAir,Banglore,Delhi,175,0.0,4239,18,5,7,45,10,40
6486,IndiGo,Delhi,Cochin,305,1.0,9165,27,6,23,30,4,35
6487,Jet Airways,Banglore,New Delhi,160,0.0,18308,1,3,19,55,22,35
6488,Multiple carriers,Delhi,Cochin,505,1.0,14486,21,3,7,5,15,30
6489,Air Asia,Banglore,Delhi,170,0.0,4282,9,4,4,55,7,45
6490,Multiple carriers,Delhi,Cochin,780,1.0,13587,27,6,8,0,21,0
6491,Multiple carriers,Delhi,Cochin,570,1.0,13587,3,6,11,30,21,0
6492,Jet Airways,Delhi,Cochin,1225,1.0,6645,27,3,8,0,4,25
6493,SpiceJet,Banglore,Delhi,160,0.0,4423,15,4,5,55,8,35
6494,Air India,Banglore,New Delhi,1800,2.0,11518,18,3,17,25,23,25
6495,Jet Airways,Kolkata,Banglore,890,1.0,13759,24,3,13,55,4,45
6496,SpiceJet,Banglore,Delhi,160,0.0,3625,18,6,5,55,8,35
6497,IndiGo,Kolkata,Banglore,170,0.0,4148,15,3,5,30,8,20
6498,Vistara,Banglore,Delhi,155,0.0,5613,24,4,17,0,19,35
6499,Air India,Kolkata,Banglore,1440,2.0,14298,6,5,10,0,10,0
6500,Jet Airways,Banglore,New Delhi,800,1.0,7832,21,3,8,0,21,20
6501,IndiGo,Delhi,Cochin,575,1.0,6442,21,5,8,35,18,10
6502,Jet Airways,Mumbai,Hyderabad,85,0.0,5678,1,4,2,55,4,20
6503,Jet Airways,Kolkata,Banglore,585,1.0,7064,1,4,18,55,4,40
6504,Jet Airways,Kolkata,Banglore,1005,1.0,14151,18,5,17,0,9,45
6505,GoAir,Banglore,Delhi,165,0.0,3419,24,6,20,55,23,40
6506,Jet Airways,Delhi,Cochin,660,1.0,15554,9,3,17,25,4,25
6507,Air India,Banglore,New Delhi,495,1.0,13859,18,3,0,30,8,45
6508,SpiceJet,Kolkata,Banglore,140,0.0,3847,15,3,22,20,0,40
6509,GoAir,Banglore,New Delhi,265,1.0,7657,9,3,15,50,20,15
6510,Air India,Delhi,Cochin,1475,2.0,13547,9,5,7,5,7,40
6511,Jet Airways,Banglore,Delhi,180,0.0,7229,27,5,7,10,10,10
6512,Jet Airways,Delhi,Cochin,1300,2.0,13376,15,6,6,45,4,25
6513,IndiGo,Mumbai,Hyderabad,95,0.0,2227,18,6,20,5,21,40
6514,SpiceJet,Banglore,Delhi,160,0.0,3971,21,6,5,55,8,35
6515,IndiGo,Delhi,Cochin,975,1.0,6628,27,6,9,15,1,30
6516,Jet Airways,Kolkata,Banglore,775,1.0,13584,6,5,21,10,10,5
6517,SpiceJet,Kolkata,Banglore,160,0.0,4148,21,3,6,55,9,35
6518,Jet Airways,Kolkata,Banglore,705,1.0,14571,9,6,6,30,18,15
6519,SpiceJet,Kolkata,Banglore,140,0.0,3841,21,5,22,20,0,40
6520,Jet Airways,Banglore,Delhi,165,0.0,5198,12,4,6,0,8,45
6521,Air Asia,Banglore,Delhi,170,0.0,3383,24,4,4,55,7,45
6522,Jet Airways,Delhi,Cochin,195,0.0,7202,6,6,11,0,14,15
6523,IndiGo,Delhi,Cochin,195,0.0,5021,3,4,21,5,0,20
6524,GoAir,Banglore,Delhi,165,0.0,4239,3,5,20,55,23,40
6525,Jet Airways,Delhi,Cochin,1025,2.0,15129,27,5,19,30,12,35
6526,Vistara,Banglore,New Delhi,160,0.0,21520,1,3,7,0,9,40
6527,IndiGo,Delhi,Cochin,195,0.0,7673,3,3,5,35,8,50
6528,IndiGo,Banglore,Delhi,170,0.0,4823,18,6,20,0,22,50
6529,Jet Airways,Delhi,Cochin,715,1.0,15190,1,6,7,5,19,0
6530,Jet Airways,Kolkata,Banglore,850,1.0,14781,18,5,8,25,22,35
6531,IndiGo,Kolkata,Banglore,155,0.0,4804,18,5,15,30,18,5
6532,Jet Airways,Delhi,Cochin,1415,1.0,10262,1,6,13,0,12,35
6533,IndiGo,Delhi,Cochin,705,1.0,7503,15,5,9,15,21,0
6534,Jet Airways,Banglore,Delhi,175,0.0,8016,15,6,11,10,14,5
6535,IndiGo,Mumbai,Hyderabad,90,0.0,4049,9,6,6,25,7,55
6536,Air India,Banglore,New Delhi,425,1.0,12389,3,3,5,50,12,55
6537,SpiceJet,Chennai,Kolkata,140,0.0,3597,12,5,17,45,20,5
6538,Multiple carriers,Delhi,Cochin,840,1.0,13727,15,5,11,30,1,30
6539,Jet Airways,Mumbai,Hyderabad,85,0.0,5678,1,5,2,55,4,20
6540,Multiple carriers,Delhi,Cochin,640,1.0,7670,9,5,10,20,21,0
6541,Jet Airways,Kolkata,Banglore,570,1.0,10844,18,5,14,5,23,35
6542,Jet Airways,Kolkata,Banglore,1545,1.0,7064,1,4,16,30,18,15
6543,Multiple carriers,Delhi,Cochin,720,1.0,8930,3,6,9,0,21,0
6544,Air Asia,Banglore,Delhi,170,0.0,4282,1,4,4,55,7,45
6545,IndiGo,Banglore,Delhi,170,0.0,4823,21,6,8,30,11,20
6546,Jet Airways,Delhi,Cochin,1280,1.0,12373,9,5,7,5,4,25
6547,Jet Airways,Banglore,New Delhi,800,1.0,11087,9,3,7,0,20,20
6548,Jet Airways,Delhi,Cochin,395,1.0,16079,3,6,21,50,4,25
6549,IndiGo,Delhi,Cochin,195,0.0,5601,12,6,5,35,8,50
6550,SpiceJet,Mumbai,Hyderabad,90,0.0,2753,9,6,5,45,7,15
6551,Jet Airways,Delhi,Cochin,335,1.0,12898,27,6,22,50,4,25
6552,Multiple carriers,Delhi,Cochin,480,1.0,15603,6,3,13,0,21,0
6553,IndiGo,Kolkata,Banglore,165,0.0,4174,12,4,9,35,12,20
6554,IndiGo,Banglore,New Delhi,175,0.0,6144,24,3,20,0,22,55
6555,Jet Airways,Kolkata,Banglore,590,1.0,14781,6,5,8,25,18,15
6556,IndiGo,Delhi,Cochin,345,1.0,6195,15,6,21,50,3,35
6557,Jet Airways,Kolkata,Banglore,1545,1.0,8586,6,5,6,30,8,15
6558,IndiGo,Banglore,New Delhi,170,0.0,11934,1,3,22,20,1,10
6559,Air India,Kolkata,Banglore,1345,2.0,14424,15,5,7,0,5,25
6560,Jet Airways,Delhi,Cochin,715,1.0,18581,24,6,7,5,19,0
6561,Jet Airways,Kolkata,Banglore,450,1.0,13941,12,5,21,10,4,40
6562,Jet Airways,Banglore,Delhi,185,0.0,7229,6,5,18,55,22,0
6563,SpiceJet,Kolkata,Banglore,155,0.0,3873,15,5,6,55,9,30
6564,Jet Airways,Delhi,Cochin,450,1.0,14714,12,6,11,30,19,0
6565,Air Asia,Kolkata,Banglore,450,2.0,11245,24,3,15,25,22,55
6566,IndiGo,Delhi,Cochin,845,1.0,6104,27,5,11,25,1,30
6567,IndiGo,Delhi,Cochin,885,1.0,7094,6,3,7,35,22,20
6568,Jet Airways,Kolkata,Banglore,1335,1.0,10031,24,3,6,30,4,45
6569,Jet Airways,Kolkata,Banglore,375,1.0,13941,18,5,5,45,12,0
6570,Multiple carriers,Delhi,Cochin,390,1.0,7198,24,6,19,0,1,30
6571,SpiceJet,Banglore,New Delhi,175,0.0,3873,24,3,9,35,12,30
6572,Air India,Kolkata,Banglore,150,0.0,5747,12,3,14,15,16,45
6573,Air India,Mumbai,Hyderabad,75,0.0,3100,15,6,19,30,20,45
6574,Air India,Kolkata,Banglore,245,1.0,8996,6,5,9,10,13,15
6575,Multiple carriers,Delhi,Cochin,505,1.0,9103,15,5,10,35,19,0
6576,Jet Airways,Banglore,New Delhi,890,1.0,31825,1,3,18,40,9,30
6577,Jet Airways,Kolkata,Banglore,1055,1.0,14781,15,5,16,30,10,5
6578,Jet Airways,Banglore,Delhi,180,0.0,7229,18,5,8,20,11,20
6579,IndiGo,Banglore,New Delhi,170,0.0,10067,1,3,23,30,2,20
6580,Jet Airways,Delhi,Cochin,1125,2.0,10909,9,4,9,40,4,25
6581,IndiGo,Kolkata,Banglore,155,0.0,4804,27,4,15,30,18,5
6582,Jet Airways,Mumbai,Hyderabad,85,0.0,4050,1,6,2,55,4,20
6583,Jet Airways,Kolkata,Banglore,1630,1.0,14151,15,5,20,25,23,35
6584,SpiceJet,Kolkata,Banglore,155,0.0,3841,1,6,6,55,9,30
6585,Jet Airways,Kolkata,Banglore,345,1.0,14781,9,5,14,5,19,50
6586,Vistara,Kolkata,Banglore,385,1.0,9870,9,6,17,0,23,25
6587,Air India,Delhi,Cochin,570,1.0,8907,27,5,13,30,23,0
6588,Jet Airways,Banglore,New Delhi,530,1.0,26890,1,3,22,50,7,40
6589,GoAir,Delhi,Cochin,355,1.0,6195,15,4,7,0,12,55
6590,Jet Airways,Banglore,New Delhi,305,1.0,7832,21,3,14,5,19,10
6591,Multiple carriers Premium economy,Delhi,Cochin,395,1.0,11269,21,3,8,55,15,30
6592,Vistara,Banglore,New Delhi,155,0.0,5613,24,3,16,0,18,35
6593,IndiGo,Banglore,Delhi,175,0.0,4284,1,5,0,30,3,25
6594,Vistara,Banglore,Delhi,170,0.0,4668,6,5,21,0,23,50
6595,Air India,Delhi,Cochin,675,1.0,15197,3,3,8,0,19,15
6596,Jet Airways,Kolkata,Banglore,475,1.0,9899,12,6,8,25,16,20
6597,GoAir,Delhi,Cochin,540,1.0,3948,27,6,10,35,19,35
6598,Jet Airways,Banglore,New Delhi,1400,1.0,10405,15,3,8,55,8,15
6599,Multiple carriers,Delhi,Cochin,835,3.0,15419,9,6,11,35,1,30
6600,Multiple carriers,Delhi,Cochin,625,1.0,15135,3,3,8,25,18,50
6601,Multiple carriers Premium economy,Delhi,Cochin,395,1.0,13369,21,3,6,0,12,35
6602,Jet Airways,Delhi,Cochin,440,2.0,18804,27,6,11,40,19,0
6603,Air Asia,Delhi,Cochin,625,1.0,6751,9,5,20,45,7,10
6604,Air India,Kolkata,Banglore,745,1.0,10203,9,5,20,30,8,55
6605,Jet Airways,Banglore,New Delhi,860,1.0,27992,1,3,7,0,21,20
6606,Air India,Delhi,Cochin,725,2.0,12488,12,6,7,10,19,15
6607,Jet Airways,Banglore,Delhi,180,0.0,5198,12,4,7,10,10,10
6608,Jet Airways,Banglore,Delhi,180,0.0,7229,1,5,17,45,20,45
6609,Air India,Kolkata,Banglore,1045,2.0,12723,12,6,5,50,23,15
6610,Air India,Mumbai,Hyderabad,1630,2.0,13169,6,3,6,0,9,10
6611,Air India,Kolkata,Banglore,535,2.0,8366,15,5,9,25,18,20
6612,Multiple carriers,Delhi,Cochin,900,1.0,7670,9,5,6,0,21,0
6613,Jet Airways,Banglore,Delhi,165,0.0,7229,1,4,6,0,8,45
6614,Vistara,Banglore,Delhi,170,0.0,4668,1,6,21,0,23,50
6615,Air Asia,Delhi,Cochin,660,1.0,8327,9,3,20,10,7,10
6616,Jet Airways,Delhi,Cochin,940,1.0,12898,21,5,20,55,12,35
6617,IndiGo,Kolkata,Banglore,240,1.0,4226,6,5,6,20,10,20
6618,Jet Airways,Delhi,Cochin,1425,1.0,10262,27,6,19,15,19,0
6619,Multiple carriers,Delhi,Cochin,845,1.0,10678,24,6,4,55,19,0
6620,Air India,Delhi,Cochin,865,2.0,8052,21,3,17,15,7,40
6621,GoAir,Banglore,New Delhi,175,0.0,3898,24,3,11,40,14,35
6622,Air Asia,Kolkata,Banglore,155,0.0,3807,12,6,10,20,12,55
6623,IndiGo,Delhi,Cochin,705,1.0,6838,3,6,9,15,21,0
6624,Jet Airways,Delhi,Cochin,810,2.0,13014,24,6,5,30,19,0
6625,IndiGo,Kolkata,Banglore,150,0.0,5224,12,4,14,25,16,55
6626,Multiple carriers,Delhi,Cochin,750,1.0,13377,6,6,13,0,1,30
6627,GoAir,Delhi,Cochin,355,1.0,6633,21,5,7,0,12,55
6628,Air Asia,Kolkata,Banglore,955,1.0,5192,24,5,7,35,23,30
6629,IndiGo,Banglore,Delhi,170,0.0,4591,18,4,22,10,1,0
6630,Air India,Kolkata,Banglore,155,0.0,4880,12,5,20,45,23,20
6631,Jet Airways,Banglore,Delhi,180,0.0,7229,27,4,17,45,20,45
6632,Jet Airways,Delhi,Cochin,520,1.0,12373,9,5,19,45,4,25
6633,Air India,Delhi,Cochin,180,0.0,6094,27,4,14,10,17,10
6634,Jet Airways,Delhi,Cochin,940,1.0,10262,12,6,20,55,12,35
6635,Jet Airways,Delhi,Cochin,440,2.0,15439,9,4,11,40,19,0
6636,IndiGo,Banglore,Delhi,170,0.0,4077,6,5,23,30,2,20
6637,GoAir,Banglore,Delhi,165,0.0,4632,18,5,20,55,23,40
6638,Jet Airways,Kolkata,Banglore,505,1.0,12692,6,6,9,35,18,0
6639,IndiGo,Kolkata,Banglore,265,1.0,3480,24,4,19,20,23,45
6640,Multiple carriers,Delhi,Cochin,460,2.0,19360,18,5,17,50,1,30
6641,Jet Airways,Banglore,New Delhi,1235,1.0,9134,15,3,11,40,8,15
6642,Multiple carriers,Delhi,Cochin,420,1.0,13587,24,6,14,0,21,0
6643,Jet Airways,Delhi,Cochin,1530,1.0,15554,9,5,17,30,19,0
